name,slug,country,city,homepage,programs
"universitet jagiellonski","universitet-jagiellonski","Polen","Krakow","","{'master i medier, kommunikajon og informasjonsteknologi':1,}"
"university of algarve","university-of-algarve","Portugal","Faro","","{'radiografi':1,}"
"université pierre et marie curie","université-pierre-et-marie-curie","Frankrike","PARIS","","{'siving. fysikk og matematikk':1,}"
"national university of singapore, nus","national-university-of-singapore,-nus","Singapore","Singapore","","{'marin teknikk, 5-årig master':1,}"
"kyoto  university","kyoto--university","Japan","Kyoto","","{'molecular medicine':1,}"
"politecnico di milan","politecnico-di-milan","Italia","Milano","","{'marin teknikk':1,}"
"tohoku university","tohoku-university","Japan","Sendai","","{'materialteknologi':1,}"
"pontificia universidad de chile","pontificia-universidad-de-chile","Chile","Santiago","","{'årsstudium spansk':1,}"
"university of manchester","university-of-manchester","Storbritannia","Manchester","","{'industriell matematikk':1,}"
"mit - massachusetts institute of technology","mit---massachusetts-institute-of-technology","USA","Cambridge","","{'datateknologi':1,}"
"unsa","unsa","Bosnia and Herzegovina","Sarajevo","","{'sustainable architecture':1,}"
"univerita degli studi di padova","univerita-degli-studi-di-padova","Italia","Padova","","{'markedsføring og ledelse':1,}"
"mcgill","mcgill","Canada","Montreal","","{'samfunnsøkonomi':1,}"
"sorbonne université (université pierre et marie curie)","sorbonne-université-(université-pierre-et-marie-curie)","Frankrike","Paris","","{'mathematical sciences (masters programme)':1,}"
"tekniske universitetet i münchen (tum)","tekniske-universitetet-i-münchen-(tum)","Tyskland","München","","{'kunnskap, teknologi og samfunn':1,}"
"au- aarhus universitet","au--aarhus-universitet","Danmark","Aarhus","","{'bachelor psykologi':1,}"
"fudan university","fudan-university","Kina","shanghai","","{'master i ledelse av teknologi':1,}"
"universidade federal do rio de janeiro","universidade-federal-do-rio-de-janeiro","Brazil","Rio de Janeiro","","{'marin teknikk':2,}"
"university of british columbia - ubc","university-of-british-columbia---ubc","Canada","Vancouver","","{'produktutvikling og produksjon - pup':1,}"
"university of washington","university-of-washington","USA","Seattle","","{'filmvitenskap':1,'datateknologi':1,}"
"university of nottingham ningbo, china","university-of-nottingham-ningbo,-china","Kina","Ningbo","","{'statsvitenskap':1,}"
"metropol","metropol","Danmark","Kalundborg","","{'':1,}"
"uc santa barbara","uc-santa-barbara","USA","Santa Barbara","","{'nanoteknologi':1,}"
"rheinisch-westfalische technische hochschule aachen (rwth)","rheinisch-westfalische-technische-hochschule-aachen-(rwth)","Tyskland","Aachen","","{'energi og miljø':1,}"
"universidade federal do rio de janeiro (ufrj)","universidade-federal-do-rio-de-janeiro-(ufrj)","Brazil","Rio de Janeiro","","{'marin teknikk':1,'marin teknikk - marin kybernetikk':1,}"
"california","california","USA","Berkeley","","{'ingeniørvitenskap &amp; ikt':1,}"
"puc-rio - pontifícia universidade católica do rio de janeiro","puc-rio---pontifícia-universidade-católica-do-rio-de-janeiro","Brazil","Rio De Janeiro","","{'bygg og miljøteknikk':1,}"
"the university of modena and reggio emilia (unimore)","the-university-of-modena-and-reggio-emilia-(unimore)","Italia","Modena","","{'biology (masters programme)':1,}"
"california state university monterey bay","california-state-university-monterey-bay","USA","Seaside/Marina, California","","{'master of interaction design':1,}"
"sveuciliste u splitu (university of split)","sveuciliste-u-splitu-(university-of-split)","Kroatia","Split","","{'sykepleie':1,}"
"sophiahemmet högskola","sophiahemmet-högskola","Sverige","Stockholm","","{'sykepleie':1,'bachelor i sykepleie':1,}"
"university of california santa barbara (ucsb)","university-of-california-santa-barbara-(ucsb)","USA","Santa Barbara","","{'industriell økonomi og teknologiledelse':1,}"
"hogent","hogent","Belgia","Gent","","{'markedsføring og ledelse':1,}"
"syddansk universitet","syddansk-universitet","Danmark","Odense","","{'samfunnsøkonomi (2-årig master)':1,'master i samfunnsøkonomi':1,}"
"emily carr university for art + design","emily-carr-university-for-art-+-design","Canada","Vancouver","","{'industriell design':1,}"
"háskóli íslands","háskóli-íslands","Island","Reykjavik","","{'':1,}"
"hochschule luzern / lucerne university of applied sciences and arts","hochschule-luzern-/-lucerne-university-of-applied-sciences-and-arts","Sveits","Luzern","","{'økonomi og administrasjon':1,}"
"berlin school of economics and law","berlin-school-of-economics-and-law","Tyskland","Berlin","","{'økonomi og administrasjon':2,}"
"uc berkeley extension","uc-berkeley-extension","USA","Berkeley","","{'master øk.adm':1,'master økonomi og administrasjon med hovedprofil økonomistyring':1,}"
"uc berkeley extention","uc-berkeley-extention","USA","Berkeley","","{'master økad':1,}"
"universitetet i bonn","universitetet-i-bonn","Tyskland","Bonn","","{'msmnfma':1,}"
"tokyo university","tokyo-university","Japan","Tokyo","","{'':1,}"
"california university of monterey bay (csumb)","california-university-of-monterey-bay-(csumb)","USA","Monterey","","{'profesjonsstudiet i psykologi':1,}"
"qut - queensland university of technology","qut---queensland-university-of-technology","Australia","Brisbane","","{'bioteknologi':1,}"
"queensland","queensland","Australia","Brisbane","","{'master i økonomi og administrasjon':1,}"
"csumb, california state university of monterey bay","csumb,-california-state-university-of-monterey-bay","USA","Monterey","","{'marine coastal development, master':1,}"
"kit","kit","Tyskland","Karlsuhe","","{'indøk':1,'fysmat':1,'mtkj':1,}"
"university og auckland","university-og-auckland","New Zealand","Auckland","","{'produktutvikling og produksjon':1,}"
"fh joanneum","fh-joanneum","Østerrike","Graz","","{'økonomi og administrasjon':1,}"
"spbu","spbu","Russland","St. Petersburg","","{'historie bachelor':1,}"
"eth zurich","eth-zurich","Sveits","Zurich","","{'mtmt':1,}"
"tekniske undiversitet i münchen","tekniske-undiversitet-i-münchen","Tyskland","München","","{'teknisk fysikk':1,}"
"wästfelische wilhelms-unitversität münster","wästfelische-wilhelms-unitversität-münster","Tyskland","Münster","","{'mlspråk - tysk/engelsk':1,}"
"la universidad de granada","la-universidad-de-granada","Spania","Granada","","{'europastudier m/ spansk':1,}"
"nantional university of singapore (nus)","nantional-university-of-singapore-(nus)","Singapore","Singapore","","{'nanoteknologi':1,}"
"sophiahemmet høyskole","sophiahemmet-høyskole","Sverige","Stockholm","","{'sykepleie':1,}"
"the university of iceland","the-university-of-iceland","Island","Reykjavik","","{'geografi bachelor':1,}"
"pucv","pucv","Chile","Valparaíso","","{'arkitektur':1,}"
"tu-freiberg","tu-freiberg","Tyskland","Freiberg","","{'petroleumsfag':1,}"
"hafencity universität","hafencity-universität","Tyskland","Hamburg","","{'arkitekt':1,'arkitektur':1,}"
"hcu hamburg","hcu-hamburg","Tyskland","Hamburg","","{'arkitektur':1,}"
"university of canterbury","university-of-canterbury","New Zealand","Christchurch","","{'bygg- og miljøteknikk':2,}"
"epfl -  école polytechnique fédérale de lausanne","epfl----école-polytechnique-fédérale-de-lausanne","Sveits","Lausanne","","{'mtnano - nanoteknologi':1,}"
"julius-maximilians-universität würzburg","julius-maximilians-universität-würzburg","Tyskland","Würzburg","","{'profesjonsstudiet i psykologi':1,}"
"poznan university of economics","poznan-university-of-economics","Polen","Poznan","","{'økonomi og administrasjon':1,}"
"poznan university of economics and business","poznan-university-of-economics-and-business","Polen","Poznan","","{'økonomi og administrasjon':1,}"
"goldsmiths, university of london","goldsmiths,-university-of-london","Storbritannia","London","","{'bachelor i medievitenskap':1,}"
"novancia business school","novancia-business-school","Frankrike","Paris","","{'':1,'master in international business and marketing':1,}"
"isc paris","isc-paris","Frankrike","Paris","","{'bachelor økonomi og administrasjon':1,'bachelor i økonomi og administrasjon, hhit':1,}"
"novancia business school paris","novancia-business-school-paris","Frankrike","Paris","","{'master international business and marketing':1,}"
"novanica business school paris","novanica-business-school-paris","Frankrike","Paris","","{'international business and marketing':1,}"
"kanazawa university","kanazawa-university","Japan","Kanazawa","","{'bachelor i samfunnsøkonomi':1,}"
"école nationale supérieure de techniques avancées ensta","école-nationale-supérieure-de-techniques-avancées-ensta","Frankrike","Paliseau","","{'teknisk kybernetikk mttk':1,}"
"universidad autónoma lisboa","universidad-autónoma-lisboa","Portugal","Lisboa","","{'arkitektur':1,}"
"urv","urv","Spania","Tortosa","","{'sykepleie':1,}"
"univeristy of bologna","univeristy-of-bologna","Italia","Bologna","","{'industriell økonomi og teknologiledelse':1,}"
"indian institute of technology bombay (iit)","indian-institute-of-technology-bombay-(iit)","India","Mumbai","","{'bygg- og miljøteknikk':1,}"
"ludvig maximilians universität","ludvig-maximilians-universität","Tyskland","München","","{'statsvitenskap':1,}"
"universität mannheim","universität-mannheim","Tyskland","Mannheim","","{'samfunnsøkonomi':1,'bachelor økonomi og administrasjon':1,'bachelor i samfunnsøkonomi':1,}"
"rheinisch-westfalische technische hochschule","rheinisch-westfalische-technische-hochschule","Tyskland","Aachen","","{'industriell økonomi og teknologiledelse, energi og miljø':1,}"
"tecnico lisboa (ist)","tecnico-lisboa-(ist)","Portugal","Lisboa","","{'datateknologi':1,}"
"university of portsmouth","university-of-portsmouth","Storbritannia","Portsmouth","","{'europastudier':1,'arkitektur':1,}"
"insa","insa","Frankrike","Toulouse","","{'mbiot5':1,}"
"the university of british coumbia","the-university-of-british-coumbia","Canada","Vancouver","","{'energi og miljø - elkraft':1,}"
"university of west london","university-of-west-london","Storbritannia","London","","{'kommunikasjonsteknologi':1,}"
"université paris 1 panthéon sorbonne","université-paris-1-panthéon-sorbonne","Frankrike","Paris","","{'':1,'samfunnsøkonomi (msøk5)':1,}"
"technische universität dresden","technische-universität-dresden","Tyskland","Dresden","","{'produktutvikling og produksjon':1,'fysikk og matematikk':1,}"
"universitetet i wien","universitetet-i-wien","Østerrike","Wien","","{'biologi':1,}"
"texas tech","texas-tech","USA","Lubbock","","{'elektronikk':1,'petroleumsfag':1,}"
"universität osnabrück","universität-osnabrück","Tyskland","Osnabrück","","{'geomatikk':1,}"
"albert-ludwigs universität freiburg","albert-ludwigs-universität-freiburg","Tyskland","Freiburg","","{'bachelor tysk':1,}"
"upc, etsab","upc,-etsab","Spania","Barcelona","","{'master arkitektur':1,}"
"université francois rabelais tours","université-francois-rabelais-tours","Frankrike","Tours","","{'psykologi profesjon':1,}"
"universität freiburg","universität-freiburg","Tyskland","Freiburg","","{'europastudier':1,}"
"universidad técnica federico santa maría","universidad-técnica-federico-santa-maría","Chile","Valparaíso","","{'datateknologi':1,'mtdt / datateknikk':1,'ingeniørvitenskap og ikt':1,}"
"pontifical universidade catholica","pontifical-universidade-catholica","Brazil","Rio de Janeiro","","{'petroleumsteknologi':1,}"
"unlar","unlar","Argentina","La Rioja","","{'medisin':1,}"
"université catholique de lyon, esdes","université-catholique-de-lyon,-esdes","Frankrike","Lyon","","{'økonomi og administrasjon':1,}"
"bauhausuniversität","bauhausuniversität","Tyskland","Weimar","","{'arkitektur':1,}"
"hochschule für wirtschaft und recht berlin","hochschule-für-wirtschaft-und-recht-berlin","Tyskland","Berlin","","{'':1,}"
"florida atlantic university","florida-atlantic-university","USA","Boca Raton","","{'marin teknikk (hydrodynamikk)':1,}"
"university of calary","university-of-calary","Canada","Calgary","","{'bgeol':1,}"
"medizinische universität innsbruck","medizinische-universität-innsbruck","Østerrike","Innsbruck","","{'medisin':2,}"
"ctu","ctu","Tsjekkia","Praha","","{'bygg og miljøteknikk siv.ing':1,}"
"université de montpellier - faculté des sciences","université-de-montpellier---faculté-des-sciences","Frankrike","Montpellier","","{'fysikk og matematikk - industriell matematikk':2,}"
"poznań university of economics and business","poznań-university-of-economics-and-business","Polen","Poznań","","{'bachelor i økonomi og administrasjon':1,}"
"university of new south wales (unsw)","university-of-new-south-wales-(unsw)","Australia","Sydney","","{'petroleumsfag':2,'industriell design':1,}"
"instituto superior técnico (ist)","instituto-superior-técnico-(ist)","Portugal","Lisboa","","{'marin teknikk, hydrodynamikk':1,'mtprod':1,}"
"humboldt universität zu berlin","humboldt-universität-zu-berlin","Tyskland","Berlin","","{'mtfyma':1,}"
"unsw - university of new south wales","unsw---university-of-new-south-wales","Australia","Sydney","","{'datateknologi':1,}"
"chalmers tekniska högskola","chalmers-tekniska-högskola","Sverige","Gøteborg","","{'maar':1,}"
"university california san diego","university-california-san-diego","USA","San Diego","","{'nanoteknologi':1,}"
"superior tecnico","superior-tecnico","Portugal","Lisboa","","{'marin teknikk':1,}"
"montanuniversität","montanuniversität","Østerrike","Leoben","","{'petroleumsfag':1,}"
"ece paris","ece-paris","Frankrike","Paris","","{'teknisk kybernetikk - embedded systems':1,}"
"université grenoble alpes- inp","université-grenoble-alpes--inp","Frankrike","Grenoble","","{'datateknikk':1,}"
"universitetet i leipzig","universitetet-i-leipzig","Tyskland","Leipzig","","{'psykologi bachelor':1,}"
"technische universität münchen tum","technische-universität-münchen-tum","Tyskland","München","","{'datateknologi':1,}"
"soas (school of oriental and african studies)","soas-(school-of-oriental-and-african-studies)","Storbritannia","London","","{'bachelor i sosialantropologi':1,}"
"university of south wales","university-of-south-wales","Storbritannia","Pontypridd","","{'psykologi':1,}"
"university of alberta","university-of-alberta","Canada","Edmonton","","{'petroleumsfag':1,}"
"université nice-sophia-antipolis","université-nice-sophia-antipolis","Frankrike","Nice","","{'bevegelsesvitenskap':1,}"
"universidad e buenos aires (uba), facultad de ingenieria","universidad-e-buenos-aires-(uba),-facultad-de-ingenieria","Argentina","Buenos Aires","","{'indøk':1,}"
"universiteit twente","universiteit-twente","Nederland","Enschede","","{'nanoteknologi':1,}"
"dtu / københavns universitet","dtu-/-københavns-universitet","Danmark","København","","{'indøk':1,}"
"universitatea &quot;alexandru ioan cuza&quot; din iasi","universitatea-&quot;alexandru-ioan-cuza&quot;-din-iasi","Romania","Iasi","","{'vernepleie':1,}"
"the university of hong kong (hku)","the-university-of-hong-kong-(hku)","Kina","Hongkong","","{'industriell økonomi og teknologiledelse (spes. datateknologi)':1,}"
"upm - etsii","upm---etsii","Spania","Madrid","","{'mtiøt':1,}"
"universidad de extremadura","universidad-de-extremadura","Spania","Badajoz","","{'ingeniør fornybar energi':1,}"
"grenoble inp, ense3","grenoble-inp,-ense3","Frankrike","Grenoble","","{'kybernetikk og robotikk':1,}"
"university of new south wales(unsw)","university-of-new-south-wales(unsw)","Australia","Sydney","","{'industriell økonomi og teknologiledelse':1,}"
"paris 4 sorbonne","paris-4-sorbonne","Frankrike","Paris","","{'lektor':1,}"
"université lille 1 - sciences et technologies","université-lille-1---sciences-et-technologies","Frankrike","Lille","","{'industriell kjemi og bioteknologi - analytisk kjemi':1,}"
"technische universität","technische-universität","Tyskland","München","","{'industriell matematikk':1,}"
"university of ulsan","university-of-ulsan","Korea","Ulsan","","{'marin teknikk':1,}"
"tekniske universitet i danmark","tekniske-universitet-i-danmark","Danmark","København","","{'industriell matematikk':1,}"
"nanyang technologial university","nanyang-technologial-university","Singapore","Singapore","","{'indøk':1,}"
"christian medical college","christian-medical-college","India","Vellore","","{'medisin profesjonsstudium':1,}"
"leiden universitet/tu delft","leiden-universitet/tu-delft","Nederland","Leiden/Delft","","{'energi og miljø':1,}"
"university of san diego, california","university-of-san-diego,-california","USA","San Diego","","{'bygg- og miljøteknikk':1,}"
"dublin institue of technology","dublin-institue-of-technology","Irland","Dublin","","{'utøvende musikk':1,}"
"malmö musikhögskola","malmö-musikhögskola","Sverige","Malmö","","{'jazzlinjen':1,}"
"universidad politécnica de cartagena","universidad-politécnica-de-cartagena","Spania","Cartagena","","{'marin teknikk':1,}"
"universidad pontificia de comillas","universidad-pontificia-de-comillas","Spania","Madrid","","{'energi og miljo':1,}"
"aalto-yliopisto","aalto-yliopisto","Finland","Helsinki","","{'industriell design':1,}"
"karlsruhe institute of technology (kit)","karlsruhe-institute-of-technology-(kit)","Tyskland","Karlsruhe","","{'bygg- og miljøteknikk':1,}"
"university of malawi, college of medicine","university-of-malawi,-college-of-medicine","Malawi","Blantyre","","{'medisin':1,}"
"college of medicine,malawi","college-of-medicine,malawi","Malawi","Blantyre","","{'medisinstudiet':1,}"
"university of oklahoma","university-of-oklahoma","USA","Norman","","{'petroleumsfag - reservoarteknologi og petrofysikk':1,'petroleumsfag':1,'petroleumsfag - boreteknologi':1,}"
"aalto universitetet","aalto-universitetet","Finland","Helsinki","","{'industriell design':1,}"
"ludwig maximilian universität, lmu","ludwig-maximilian-universität,-lmu","Tyskland","München","","{'samfunnsøkonomi, bachelor':1,}"
"école nationale des sciences géographiques ensg","école-nationale-des-sciences-géographiques-ensg","Frankrike","Paris","","{'ingeniørvitenskap og ikt, geomatikk':1,}"
"universidad técnica del norte","universidad-técnica-del-norte","Ecuador","Ibarra","","{'profesjonsstudiet, psykologi':1,}"
"ku leuven sint-lucas gent","ku-leuven-sint-lucas-gent","Belgia","Gent","","{'master i arkitektur':1,}"
"dtu, danmarks tekniske universitet","dtu,-danmarks-tekniske-universitet","Danmark","København","","{'sivilingeniør fysikk og matematikk':1,}"
"muhimbili university of health and allied sciences","muhimbili-university-of-health-and-allied-sciences","Tanzania","Dar es Salaam","","{'medisin':1,}"
"paris sorbonne","paris-sorbonne","Frankrike","Paris","","{'lektorutdanning med fransk':1,}"
"james cook university","james-cook-university","Australia","Townsville","","{'bachelor i marinbiologi':1,}"
"université laval","université-laval","Canada","Québec","","{'lektor med fransk og sosiologi':1,}"
"muhimbili university of health and allied sciences (muhas)","muhimbili-university-of-health-and-allied-sciences-(muhas)","Tanzania","Dar Es Salaam","","{'medisin':1,}"
"université rennes 2","université-rennes-2","Frankrike","Rennes","","{'historie bachelor':1,}"
"university of kwazulu natal","university-of-kwazulu-natal","Sør Afrika","Durban","","{'medisin':1,}"
"yonsei university","yonsei-university","Korea","Seoul","","{'økonomi og administrasjon':1,}"
"university of minnesota - twin cities","university-of-minnesota---twin-cities","USA","Minneapolis","","{'energi og miljø':1,}"
"la salle, universitat ramon llull","la-salle,-universitat-ramon-llull","Spania","Barcelona","","{'økonomi og administrasjon':1,}"
"univeristy of cape town","univeristy-of-cape-town","Sør Afrika","Cape Town","","{'indøk data':1,}"
"pusan national university","pusan-national-university","Korea","Busan","","{'marin teknikk':1,}"
"waseda","waseda","Japan","Tokyo","","{'informatikk':1,}"
"ingen universitet, praksis på dagsenteret agenepal","ingen-universitet,-praksis-på-dagsenteret-agenepal","Nepal","Kathmandu","","{'fysioterapiutdanning':1,}"
"far eastern federal university","far-eastern-federal-university","Russland","Vladivostok","","{'bygg og miljøteknikk':1,}"
"göteborgs universitet, högskolan för scen och musik","göteborgs-universitet,-högskolan-för-scen-och-musik","Sverige","Göteborg","","{'utøvende musikk, bacehlor':1,}"
"paris-sorbonne (sorbonne iv)","paris-sorbonne-(sorbonne-iv)","Frankrike","Paris","","{'lektor i engelsk/fransk, bachelor i fransk':1,}"
"university of new orleans","university-of-new-orleans","USA","New Orleans","","{'marin teknikk':2,}"
"technische universität berlin (tu berlin)","technische-universität-berlin-(tu-berlin)","Tyskland","Berlin","","{'mtbygg':1,}"
"memorial university","memorial-university","Canada","St. Johns","","{'ingenørvitenskap og ikt':1,}"
"hong kong university of science and technology","hong-kong-university-of-science-and-technology","Kina","Hong Kong","","{'sivilingeniør i fysikk og matematikk':1,}"
"universitatea alexandru ioan cuza","universitatea-alexandru-ioan-cuza","Romania","Iasi","","{'vernepleie':1,}"
"loughborough university","loughborough-university","Storbritannia","Loughborough","","{'industriell design':1,}"
"lincoln university, lincoln","lincoln-university,-lincoln","New Zealand","Christchurch","","{'pup':1,}"
"ense3 grenoble inp","ense3-grenoble-inp","Frankrike","Grenoble","","{'mttk':1,}"
"university of auckland (uoa)","university-of-auckland-(uoa)","New Zealand","Auckland","","{'produktutvikling og produksjon, 5-årig master':1,}"
"ecole centrale de nantes","ecole-centrale-de-nantes","Frankrike","Nantes","","{'marin teknikk':1,}"
"michigan technological university (mtu)","michigan-technological-university-(mtu)","USA","Houghton","","{'mtprod':1,}"
"university of aberdeen","university-of-aberdeen","Storbritannia","Aberdeen","","{'arkeologi':1,}"
"insa de lyon","insa-de-lyon","Frankrike","Lyon","","{'mybygg':1,}"
"stanford university","stanford-university","USA","Palo Alto","","{'petroleumsfag':1,}"
"tsinghua university (清华大学)","tsinghua-university-(清华大学)","Kina","Beijing","","{'mtiøt':1,}"
"universidad nacional de la rioja","universidad-nacional-de-la-rioja","Argentina","La Rioja","","{'medisin profesjon':1,}"
"university of highlands and islands","university-of-highlands-and-islands","Storbritannia","Kirkwall","","{'bark':1,'arkeologi':1,}"
"sciences po/ institut détudes politiques de lyon","sciences-po/-institut-détudes-politiques-de-lyon","Frankrike","Lyon","","{'statsvitenskap':1,}"
"technische universitet münchen","technische-universitet-münchen","Tyskland","München","","{'mtnano':1,}"
"czech technical university in prague, ctu / české vysoké učení technické v praze, čvut","czech-technical-university-in-prague,-ctu-/-české-vysoké-učení-technické-v-praze,-čvut","Tsjekkia","Praha","","{'kybernetikk og robotikk 2-årig':1,}"
"upm estii","upm-estii","Spania","Madrid","","{'indøk-emil':1,}"
"polytech montpellier","polytech-montpellier","Frankrike","Montpellier","","{'mttk':1,}"
"ensta bretagne","ensta-bretagne","Frankrike","Brest","","{'marin teknikk':1,}"
"université pierre et marie curie (upmc)","université-pierre-et-marie-curie-(upmc)","Frankrike","Paris","","{'sivilingeniørstudiet i fysikk og matematikk (teknisk fysikk)':1,}"
"professionshøjskolen metropol","professionshøjskolen-metropol","Danmark","København","","{'sykepleie':1,}"
"paris sorbonne iv","paris-sorbonne-iv","Frankrike","Paris","","{'mlspråk':1,}"
"nus (national university of singapore)","nus-(national-university-of-singapore)","Singapore","Singapore","","{'i&amp;ikt - marin kybernetikk':1,}"
"erasmus school of economics","erasmus-school-of-economics","Nederland","Rotterdam","","{'samfunnsøkonomi':2,}"
"imperial college london","imperial-college-london","Storbritannia","London","","{'mschem':1,}"
"htw","htw","Tyskland","Berlin","","{'markedsføring og ledelse, spesialisering eksport markedsføring':1,}"
"hochschule für technik und wirtschaft","hochschule-für-technik-und-wirtschaft","Tyskland","Berlin","","{'økonomi og administrasjon':1,}"
"university of kwazulu-natal","university-of-kwazulu-natal","Sør Afrika","Durban","","{'medisin':1,}"
"etsab","etsab","Spania","Barcelona","","{'arkitektur':1,}"
"university of western australia (uwa)","university-of-western-australia-(uwa)","Australia","Perth","","{'energi og miljø':1,}"
"flinders university","flinders-university","Australia","Adelaide","","{'bachelor i fremmedspråk':1,}"
"pucrio","pucrio","Brazil","rio","","{'bygg':1,}"
"universitet utland","universitet-utland","Argentina","By","","{'mtkom':1,}"
"university of katmandu","university-of-katmandu","Nepal","Dhulikhel","","{'medisin':1,}"
"kathamndu university","kathamndu-university","Nepal","Dhulikhel","","{'bachelor i sykepleie':2,}"
